Wavelength nm.	promissao_Amostra_09a_vs_Buffer	promissao_Amostra_09b_vs_Buffer	promissao_Amostra_14a_vs_Buffer	promissao_Amostra_14b_vs_Buffer	promissao_Amostra_16a_vs_Buffer	promissao_Amostra_16b_vs_Buffer	promissao_Amostra_17a_vs_Buffer	promissao_Amostra_17b_vs_Buffer	promissao_Amostra_18a_vs_Buffer	promissao_Amostra_18b_vs_Buffer	promissao_Amostra_19a_vs_Buffer	promissao_Amostra_19b_vs_Buffer	promissao_Amostra_21a_vs_Buffer	promissao_Amostra_21b_vs_Buffer	promissao_Ar_vs_Ar_1	promissao_Ar_vs_Ar_2	promissao_Ar_vs_Ar_3	promissao_Ar_vs_Ar_4	promissao_Ar_vs_Buffer_1	promissao_Ar_vs_Buffer_2	promissao_Ar_vs_Buffer_2_2	promissao_Ar_vs_Buffer_3	promissao_Ar_vs_Buffer_3_filtro	promissao_Ar_vs_Buffer_4	promissao_Ar_vs_Buffer_4_filtro	promissao_Ar_vs_Buffer_5	promissao_Ar_vs_Buffer_6	promissao_Ar_vs_Buffer_7	promissao_Ar_vs_Buffer_8
570,00	0,043236	0,043435	0,045639	0,047248	0,072332	0,075905	0,052309	0,057618	0,063742	0,066251	0,054130	0,052554	0,054585	0,047913	-0,000037	0,000061	-0,000061	0,000016	0,034284	0,033905	0,034299	0,034399	0,035472	0,034822	0,033991	0,034451	0,034459	0,034568	0,033881
571,00	0,043198	0,043392	0,045597	0,047203	0,072637	0,076167	0,052360	0,057688	0,063814	0,066336	0,054079	0,052537	0,054484	0,047828	-0,000020	0,000039	-0,000054	0,000001	0,034252	0,033892	0,034279	0,034353	0,035435	0,034763	0,033990	0,034427	0,034412	0,034493	0,033816
572,00	0,043201	0,043364	0,045571	0,047152	0,072987	0,076429	0,052440	0,057786	0,063875	0,066413	0,054051	0,052526	0,054389	0,047758	0,000023	0,000038	-0,000043	-0,000033	0,034245	0,033883	0,034283	0,034319	0,035426	0,034731	0,034001	0,034393	0,034374	0,034421	0,033772
573,00	0,043168	0,043305	0,045500	0,047095	0,073335	0,076698	0,052531	0,057886	0,063948	0,066496	0,054039	0,052515	0,054336	0,047707	0,000017	0,000044	-0,000037	-0,000055	0,034205	0,033842	0,034247	0,034328	0,035393	0,034718	0,033954	0,034373	0,034350	0,034397	0,033749
574,00	0,043131	0,043235	0,045450	0,047047	0,073695	0,076982	0,052639	0,057988	0,064041	0,066606	0,054031	0,052512	0,054292	0,047695	-0,000002	0,000054	-0,000027	-0,000063	0,034182	0,033804	0,034223	0,034326	0,035355	0,034710	0,033899	0,034360	0,034339	0,034401	0,033752
575,00	0,043070	0,043196	0,045424	0,047014	0,074029	0,077247	0,052741	0,058091	0,064110	0,066704	0,054005	0,052515	0,054240	0,047668	-0,000015	0,000030	-0,000027	-0,000055	0,034151	0,033778	0,034202	0,034313	0,035336	0,034690	0,033865	0,034347	0,034307	0,034405	0,033751
576,00	0,043055	0,043192	0,045436	0,047017	0,074380	0,077509	0,052847	0,058191	0,064181	0,066807	0,054008	0,052535	0,054209	0,047659	-0,000007	0,000013	-0,000031	-0,000053	0,034165	0,033787	0,034226	0,034297	0,035338	0,034673	0,033872	0,034330	0,034294	0,034411	0,033751
577,00	0,043042	0,043196	0,045431	0,046995	0,074744	0,077795	0,052956	0,058311	0,064252	0,066908	0,054022	0,052541	0,054185	0,047640	-0,000012	0,000001	-0,000042	-0,000061	0,034176	0,033811	0,034240	0,034313	0,035361	0,034683	0,033884	0,034307	0,034272	0,034407	0,033756
578,00	0,043042	0,043192	0,045410	0,047006	0,075112	0,078109	0,053092	0,058425	0,064366	0,067034	0,054055	0,052563	0,054191	0,047643	-0,000025	-0,000002	-0,000043	-0,000071	0,034203	0,033847	0,034247	0,034335	0,035376	0,034699	0,033914	0,034322	0,034303	0,034447	0,033788
579,00	0,043016	0,043172	0,045405	0,046982	0,075478	0,078436	0,053248	0,058556	0,064512	0,067174	0,054107	0,052604	0,054213	0,047661	-0,000038	-0,000005	-0,000021	-0,000056	0,034207	0,033849	0,034247	0,034375	0,035393	0,034721	0,033926	0,034369	0,034350	0,034498	0,033828
580,00	0,043016	0,043185	0,045423	0,046994	0,075847	0,078743	0,053397	0,058686	0,064650	0,067328	0,054156	0,052656	0,054238	0,047685	-0,000024	-0,000007	0,000002	-0,000046	0,034239	0,033891	0,034287	0,034403	0,035419	0,034736	0,033980	0,034385	0,034411	0,034567	0,033879
581,00	0,043016	0,043214	0,045461	0,047000	0,076225	0,079049	0,053537	0,058829	0,064780	0,067478	0,054192	0,052706	0,054249	0,047709	-0,000011	-0,000009	0,000000	-0,000039	0,034266	0,033924	0,034339	0,034427	0,035458	0,034770	0,034017	0,034409	0,034445	0,034595	0,033909
582,00	0,043039	0,043237	0,045481	0,047031	0,076589	0,079337	0,053653	0,058953	0,064890	0,067612	0,054229	0,052755	0,054252	0,047740	-0,000000	-0,000015	0,000010	-0,000009	0,034311	0,033978	0,034395	0,034442	0,035514	0,034773	0,034071	0,034430	0,034474	0,034645	0,033972
583,00	0,043063	0,043248	0,045502	0,047060	0,076956	0,079632	0,053785	0,059085	0,065003	0,067727	0,054266	0,052800	0,054237	0,047756	0,000012	-0,000026	0,000018	0,000003	0,034338	0,034003	0,034420	0,034451	0,035550	0,034786	0,034099	0,034501	0,034520	0,034644	0,033986
584,00	0,043107	0,043271	0,045529	0,047103	0,077319	0,079932	0,053925	0,059211	0,065116	0,067854	0,054328	0,052855	0,054227	0,047762	0,000043	-0,000019	0,000055	0,000020	0,034401	0,034055	0,034467	0,034486	0,035591	0,034797	0,034152	0,034538	0,034579	0,034652	0,034009
585,00	0,043117	0,043300	0,045551	0,047115	0,077688	0,080233	0,054066	0,059321	0,065234	0,067978	0,054372	0,052891	0,054227	0,047773	0,000075	-0,000018	0,000067	0,000032	0,034451	0,034092	0,034500	0,034514	0,035611	0,034819	0,034180	0,034550	0,034626	0,034653	0,034020
586,00	0,043106	0,043321	0,045539	0,047115	0,078031	0,080524	0,054175	0,059425	0,065352	0,068079	0,054385	0,052929	0,054244	0,047794	0,000071	-0,000002	0,000070	0,000076	0,034463	0,034133	0,034520	0,034540	0,035620	0,034846	0,034212	0,034545	0,034632	0,034685	0,034066
587,00	0,043086	0,043310	0,045525	0,047095	0,078366	0,080793	0,054272	0,059522	0,065448	0,068187	0,054390	0,052943	0,054215	0,047793	0,000068	-0,000017	0,000066	0,000076	0,034455	0,034136	0,034513	0,034540	0,035612	0,034868	0,034209	0,034550	0,034657	0,034685	0,034084
588,00	0,043080	0,043292	0,045519	0,047089	0,078683	0,081058	0,054363	0,059627	0,065552	0,068300	0,054390	0,052963	0,054160	0,047758	0,000065	-0,000023	0,000073	0,000042	0,034440	0,034144	0,034512	0,034547	0,035618	0,034887	0,034211	0,034585	0,034674	0,034661	0,034059
589,00	0,043087	0,043267	0,045525	0,047088	0,079005	0,081322	0,054483	0,059732	0,065628	0,068417	0,054388	0,052975	0,054081	0,047718	0,000062	-0,000037	0,000084	-0,000017	0,034466	0,034138	0,034512	0,034553	0,035613	0,034916	0,034200	0,034600	0,034709	0,034630	0,034029
590,00	0,043068	0,043234	0,045503	0,047087	0,079325	0,081594	0,054599	0,059839	0,065733	0,068511	0,054385	0,052984	0,054028	0,047694	0,000047	-0,000009	0,000085	-0,000041	0,034471	0,034142	0,034504	0,034581	0,035629	0,034951	0,034196	0,034628	0,034699	0,034617	0,034006
591,00	0,043036	0,043199	0,045480	0,047060	0,079625	0,081851	0,054732	0,059959	0,065812	0,068604	0,054373	0,052986	0,053991	0,047662	0,000031	0,000012	0,000069	-0,000060	0,034468	0,034159	0,034491	0,034589	0,035636	0,034977	0,034194	0,034630	0,034682	0,034608	0,033985
592,00	0,043018	0,043183	0,045470	0,047039	0,079902	0,082068	0,054822	0,060055	0,065919	0,068688	0,054371	0,053016	0,053958	0,047652	0,000057	0,000014	0,000051	-0,000064	0,034469	0,034158	0,034499	0,034576	0,035650	0,034976	0,034197	0,034629	0,034663	0,034619	0,033987
593,00	0,043057	0,043219	0,045522	0,047054	0,080156	0,082280	0,054903	0,060141	0,065994	0,068773	0,054365	0,053027	0,053934	0,047654	0,000124	-0,000015	0,000035	-0,000071	0,034524	0,034210	0,034574	0,034583	0,035682	0,034970	0,034253	0,034601	0,034653	0,034640	0,034008
594,00	0,043139	0,043308	0,045598	0,047132	0,080407	0,082503	0,054986	0,060214	0,066066	0,068827	0,054358	0,053043	0,053913	0,047654	0,000209	-0,000014	0,000037	-0,000071	0,034634	0,034289	0,034655	0,034607	0,035770	0,034989	0,034357	0,034616	0,034644	0,034666	0,034034
595,00	0,043184	0,043365	0,045655	0,047201	0,080673	0,082735	0,055075	0,060297	0,066139	0,068923	0,054374	0,053060	0,053905	0,047651	0,000262	-0,000013	0,000046	-0,000076	0,034708	0,034360	0,034723	0,034633	0,035850	0,035016	0,034435	0,034635	0,034641	0,034678	0,034040
596,00	0,043201	0,043393	0,045663	0,047233	0,080923	0,082952	0,055168	0,060392	0,066231	0,069020	0,054393	0,053093	0,053904	0,047645	0,000270	0,000003	0,000055	-0,000070	0,034744	0,034391	0,034728	0,034643	0,035892	0,035036	0,034482	0,034679	0,034660	0,034701	0,034051
597,00	0,043196	0,043388	0,045665	0,047251	0,081166	0,083146	0,055257	0,060495	0,066316	0,069119	0,054415	0,053098	0,053912	0,047683	0,000264	-0,000010	0,000030	-0,000053	0,034766	0,034405	0,034746	0,034658	0,035891	0,035057	0,034498	0,034683	0,034669	0,034729	0,034100
598,00	0,043232	0,043418	0,045701	0,047276	0,081369	0,083338	0,055362	0,060591	0,066392	0,069185	0,054435	0,053103	0,053923	0,047704	0,000280	0,000005	-0,000005	-0,000040	0,034821	0,034456	0,034787	0,034694	0,035933	0,035089	0,034537	0,034715	0,034684	0,034750	0,034132
599,00	0,043263	0,043440	0,045735	0,047308	0,081601	0,083529	0,055465	0,060696	0,066483	0,069243	0,054463	0,053125	0,053944	0,047733	0,000278	0,000014	-0,000038	-0,000020	0,034859	0,034492	0,034833	0,034735	0,035962	0,035143	0,034560	0,034738	0,034681	0,034788	0,034177
600,00	0,043282	0,043492	0,045750	0,047327	0,081827	0,083710	0,055570	0,060793	0,066591	0,069349	0,054513	0,053181	0,053983	0,047763	0,000270	0,000035	-0,000050	0,000007	0,034883	0,034523	0,034872	0,034773	0,035998	0,035185	0,034589	0,034782	0,034724	0,034840	0,034234
601,00	0,043299	0,043523	0,045759	0,047336	0,082097	0,083921	0,055696	0,060926	0,066714	0,069450	0,054569	0,053228	0,054035	0,047802	0,000256	0,000041	-0,000051	0,000039	0,034904	0,034553	0,034904	0,034834	0,036013	0,035235	0,034616	0,034808	0,034773	0,034898	0,034309
602,00	0,043340	0,043517	0,045793	0,047366	0,082321	0,084121	0,055829	0,061063	0,066832	0,069586	0,054630	0,053285	0,054059	0,047829	0,000256	0,000061	-0,000034	0,000050	0,034942	0,034594	0,034940	0,034906	0,036060	0,035278	0,034653	0,034876	0,034860	0,034924	0,034371
603,00	0,043380	0,043498	0,045832	0,047392	0,082531	0,084305	0,055935	0,061193	0,066924	0,069660	0,054681	0,053323	0,054046	0,047853	0,000263	0,000054	-0,000033	0,000065	0,034996	0,034639	0,034974	0,034962	0,036101	0,035313	0,034677	0,034912	0,034930	0,034929	0,034396
604,00	0,043395	0,043486	0,045859	0,047405	0,082678	0,084409	0,055999	0,061278	0,066994	0,069747	0,054717	0,053360	0,054013	0,047869	0,000250	0,000058	-0,000021	0,000058	0,035028	0,034667	0,034991	0,034997	0,036134	0,035322	0,034729	0,034953	0,034979	0,034939	0,034412
605,00	0,043408	0,043514	0,045874	0,047394	0,082822	0,084511	0,056069	0,061332	0,067038	0,069781	0,054717	0,053351	0,054006	0,047884	0,000238	0,000051	-0,000047	0,000046	0,035061	0,034698	0,035017	0,035012	0,036160	0,035315	0,034760	0,034936	0,035003	0,034961	0,034435
606,00	0,043418	0,043542	0,045888	0,047385	0,082947	0,084588	0,056124	0,061385	0,067097	0,069843	0,054728	0,053378	0,053999	0,047863	0,000227	0,000049	-0,000037	0,000006	0,035082	0,034721	0,035044	0,035021	0,036172	0,035317	0,034804	0,034946	0,035023	0,034967	0,034459
607,00	0,043437	0,043550	0,045898	0,047404	0,083089	0,084689	0,056192	0,061431	0,067129	0,069855	0,054713	0,053365	0,053998	0,047857	0,000221	0,000044	-0,000039	-0,000007	0,035121	0,034743	0,035081	0,035028	0,036188	0,035338	0,034826	0,034948	0,035035	0,034991	0,034475
608,00	0,043420	0,043563	0,045890	0,047426	0,083193	0,084752	0,056228	0,061459	0,067147	0,069855	0,054720	0,053369	0,053990	0,047843	0,000232	0,000026	-0,000036	-0,000016	0,035148	0,034753	0,035102	0,035024	0,036201	0,035340	0,034855	0,034950	0,035020	0,035004	0,034507
609,00	0,043431	0,043566	0,045896	0,047437	0,083307	0,084828	0,056286	0,061487	0,067139	0,069855	0,054690	0,053343	0,053984	0,047842	0,000242	0,000032	-0,000033	-0,000026	0,035161	0,034767	0,035115	0,035041	0,036212	0,035342	0,034867	0,034954	0,034997	0,035022	0,034535
610,00	0,043423	0,043563	0,045878	0,047403	0,083390	0,084875	0,056311	0,061503	0,067149	0,069883	0,054687	0,053329	0,053959	0,047810	0,000250	0,000031	-0,000018	-0,000044	0,035172	0,034777	0,035117	0,035049	0,036211	0,035334	0,034857	0,034964	0,035009	0,035023	0,034567
611,00	0,043405	0,043559	0,045874	0,047363	0,083496	0,084937	0,056332	0,061527	0,067143	0,069912	0,054658	0,053303	0,053916	0,047778	0,000252	0,000047	0,000000	-0,000061	0,035176	0,034785	0,035120	0,035064	0,036213	0,035346	0,034849	0,034978	0,035010	0,035029	0,034544
612,00	0,043362	0,043528	0,045827	0,047324	0,083567	0,084964	0,056335	0,061524	0,067135	0,069918	0,054640	0,053274	0,053891	0,047755	0,000231	0,000046	0,000009	-0,000047	0,035176	0,034774	0,035113	0,035063	0,036195	0,035340	0,034843	0,034971	0,035027	0,035055	0,034545
613,00	0,043327	0,043515	0,045801	0,047319	0,083611	0,084981	0,056341	0,061514	0,067105	0,069894	0,054589	0,053227	0,053846	0,047713	0,000231	0,000051	-0,000003	-0,000045	0,035170	0,034765	0,035121	0,035055	0,036203	0,035360	0,034850	0,034963	0,034988	0,035039	0,034527
614,00	0,043315	0,043494	0,045769	0,047295	0,083618	0,084951	0,056312	0,061484	0,067096	0,069879	0,054567	0,053215	0,053820	0,047673	0,000220	0,000034	0,000005	-0,000031	0,035161	0,034761	0,035128	0,035029	0,036191	0,035351	0,034858	0,034975	0,034994	0,035022	0,034533
615,00	0,043294	0,043469	0,045747	0,047266	0,083625	0,084907	0,056272	0,061461	0,067053	0,069815	0,054522	0,053163	0,053764	0,047605	0,000221	0,000036	0,000006	-0,000043	0,035161	0,034770	0,035129	0,035013	0,036194	0,035348	0,034862	0,034981	0,034974	0,034984	0,034525
616,00	0,043274	0,043447	0,045737	0,047227	0,083605	0,084841	0,056212	0,061405	0,067001	0,069744	0,054485	0,053118	0,053726	0,047558	0,000221	0,000022	0,000006	-0,000029	0,035170	0,034769	0,035138	0,035007	0,036199	0,035313	0,034874	0,034967	0,034973	0,034959	0,034519
617,00	0,043208	0,043415	0,045701	0,047190	0,083551	0,084755	0,056147	0,061330	0,066915	0,069652	0,054418	0,053035	0,053667	0,047502	0,000213	0,000009	0,000014	-0,000028	0,035173	0,034746	0,035114	0,034989	0,036190	0,035291	0,034859	0,034962	0,034965	0,034932	0,034528
618,00	0,043167	0,043383	0,045653	0,047142	0,083440	0,084651	0,056056	0,061225	0,066821	0,069559	0,054361	0,052971	0,053621	0,047449	0,000213	-0,000005	0,000030	0,000002	0,035169	0,034735	0,035103	0,034963	0,036186	0,035275	0,034855	0,034946	0,034956	0,034905	0,034517
619,00	0,043082	0,043314	0,045574	0,047065	0,083293	0,084505	0,055941	0,061107	0,066714	0,069453	0,054300	0,052897	0,053560	0,047389	0,000186	-0,000010	0,000041	0,000030	0,035118	0,034701	0,035052	0,034927	0,036152	0,035256	0,034824	0,034955	0,034967	0,034881	0,034530
620,00	0,043030	0,043262	0,045502	0,046992	0,083124	0,084302	0,055806	0,060965	0,066578	0,069300	0,054205	0,052800	0,053478	0,047313	0,000180	0,000003	0,000027	0,000073	0,035099	0,034702	0,035037	0,034901	0,036130	0,035260	0,034827	0,034915	0,034951	0,034852	0,034501
621,00	0,042959	0,043199	0,045436	0,046923	0,082907	0,084065	0,055661	0,060793	0,066429	0,069125	0,054110	0,052676	0,053376	0,047222	0,000175	-0,000008	0,000014	0,000077	0,035059	0,034681	0,035026	0,034877	0,036104	0,035261	0,034794	0,034895	0,034954	0,034849	0,034480
622,00	0,042947	0,043181	0,045379	0,046896	0,082655	0,083785	0,055499	0,060602	0,066244	0,068947	0,054006	0,052557	0,053248	0,047111	0,000211	-0,000017	0,000009	0,000070	0,035077	0,034708	0,035041	0,034862	0,036108	0,035255	0,034796	0,034867	0,034964	0,034851	0,034447
623,00	0,042923	0,043129	0,045328	0,046855	0,082338	0,083469	0,055335	0,060396	0,066039	0,068722	0,053910	0,052415	0,053156	0,047010	0,000264	-0,000037	0,000003	0,000058	0,035066	0,034723	0,035050	0,034859	0,036111	0,035247	0,034788	0,034874	0,034962	0,034871	0,034459
624,00	0,042910	0,043092	0,045267	0,046819	0,081981	0,083111	0,055149	0,060170	0,065811	0,068492	0,053798	0,052276	0,053047	0,046903	0,000311	-0,000042	0,000010	0,000040	0,035089	0,034739	0,035059	0,034863	0,036134	0,035254	0,034817	0,034874	0,034971	0,034867	0,034451
625,00	0,042848	0,043008	0,045204	0,046733	0,081561	0,082726	0,054942	0,059939	0,065573	0,068206	0,053674	0,052129	0,052951	0,046806	0,000308	-0,000042	0,000012	0,000021	0,035076	0,034717	0,035043	0,034874	0,036112	0,035239	0,034813	0,034868	0,034955	0,034871	0,034440
626,00	0,042793	0,042951	0,045150	0,046662	0,081100	0,082287	0,054701	0,059672	0,065307	0,067909	0,053546	0,051993	0,052816	0,046693	0,000302	-0,000045	0,000020	-0,000012	0,035076	0,034695	0,035039	0,034866	0,036104	0,035240	0,034810	0,034865	0,034966	0,034872	0,034410
627,00	0,042744	0,042911	0,045098	0,046584	0,080569	0,081787	0,054434	0,059406	0,065006	0,067561	0,053387	0,051833	0,052662	0,046560	0,000307	-0,000040	-0,000004	-0,000059	0,035083	0,034688	0,035048	0,034855	0,036087	0,035236	0,034796	0,034849	0,034964	0,034861	0,034384
628,00	0,042721	0,042893	0,045039	0,046524	0,079998	0,081249	0,054176	0,059104	0,064656	0,067186	0,053222	0,051640	0,052532	0,046433	0,000332	-0,000040	-0,000030	-0,000084	0,035095	0,034708	0,035071	0,034863	0,036097	0,035283	0,034817	0,034844	0,034947	0,034866	0,034388
629,00	0,042698	0,042854	0,044970	0,046455	0,079354	0,080662	0,053909	0,058776	0,064316	0,066841	0,053070	0,051451	0,052393	0,046307	0,000338	-0,000041	-0,000020	-0,000094	0,035115	0,034726	0,035071	0,034880	0,036110	0,035288	0,034835	0,034843	0,034942	0,034846	0,034381
630,00	0,042643	0,042777	0,044893	0,046382	0,078658	0,080028	0,053622	0,058428	0,063958	0,066469	0,052904	0,051247	0,052290	0,046202	0,000322	-0,000053	-0,000021	-0,000064	0,035116	0,034732	0,035055	0,034888	0,036107	0,035293	0,034838	0,034861	0,034935	0,034870	0,034406
631,00	0,042595	0,042725	0,044827	0,046327	0,077915	0,079348	0,053313	0,058075	0,063598	0,066086	0,052735	0,051058	0,052161	0,046064	0,000321	-0,000042	0,000001	-0,000053	0,035128	0,034753	0,035057	0,034890	0,036116	0,035305	0,034870	0,034880	0,034962	0,034851	0,034408
632,00	0,042536	0,042672	0,044741	0,046264	0,077152	0,078640	0,052992	0,057728	0,063179	0,065639	0,052526	0,050832	0,052038	0,045929	0,000319	-0,000021	-0,000010	-0,000035	0,035133	0,034769	0,035082	0,034902	0,036122	0,035335	0,034880	0,034893	0,034973	0,034851	0,034416
633,00	0,042473	0,042624	0,044667	0,046186	0,076360	0,077895	0,052674	0,057332	0,062748	0,065196	0,052340	0,050629	0,051901	0,045779	0,000308	0,000004	0,000013	-0,000028	0,035139	0,034781	0,035100	0,034941	0,036130	0,035367	0,034902	0,034914	0,034992	0,034833	0,034426
634,00	0,042403	0,042550	0,044574	0,046085	0,075508	0,077092	0,052324	0,056935	0,062282	0,064705	0,052120	0,050381	0,051746	0,045633	0,000298	0,000010	-0,000001	-0,000021	0,035156	0,034787	0,035130	0,034956	0,036146	0,035383	0,034885	0,034920	0,034986	0,034847	0,034432
635,00	0,042320	0,042492	0,044502	0,045988	0,074612	0,076279	0,051957	0,056530	0,061823	0,064208	0,051929	0,050152	0,051614	0,045479	0,000286	0,000016	0,000009	-0,000021	0,035172	0,034802	0,035134	0,034980	0,036151	0,035405	0,034894	0,034926	0,034996	0,034857	0,034449
636,00	0,042253	0,042441	0,044414	0,045899	0,073676	0,075452	0,051559	0,056128	0,061334	0,063699	0,051701	0,049884	0,051468	0,045338	0,000294	0,000000	0,000002	-0,000029	0,035173	0,034823	0,035161	0,034969	0,036167	0,035382	0,034915	0,034925	0,034971	0,034874	0,034449
637,00	0,042177	0,042392	0,044335	0,045812	0,072725	0,074580	0,051122	0,055672	0,060844	0,063194	0,051484	0,049646	0,051339	0,045210	0,000300	-0,000038	0,000043	-0,000020	0,035175	0,034829	0,035163	0,034964	0,036173	0,035347	0,034948	0,034940	0,034983	0,034903	0,034471
638,00	0,042090	0,042321	0,044242	0,045719	0,071771	0,073706	0,050702	0,055206	0,060348	0,062693	0,051243	0,049400	0,051190	0,045097	0,000293	-0,000047	0,000052	-0,000007	0,035170	0,034833	0,035182	0,034970	0,036178	0,035351	0,034964	0,034955	0,035012	0,034944	0,034497
639,00	0,041995	0,042242	0,044158	0,045613	0,070839	0,072834	0,050298	0,054739	0,059870	0,062201	0,051049	0,049162	0,051028	0,044971	0,000278	-0,000043	0,000064	0,000023	0,035174	0,034829	0,035180	0,034998	0,036177	0,035387	0,034954	0,034991	0,035055	0,034983	0,034535
640,00	0,041911	0,042166	0,044075	0,045524	0,069952	0,072025	0,049926	0,054321	0,059407	0,061723	0,050859	0,048927	0,050869	0,044827	0,000257	-0,000003	0,000067	0,000018	0,035167	0,034841	0,035189	0,035025	0,036182	0,035416	0,034960	0,035011	0,035093	0,035014	0,034542
641,00	0,041880	0,042129	0,044018	0,045463	0,069134	0,071262	0,049561	0,053934	0,058973	0,061278	0,050668	0,048697	0,050708	0,044692	0,000274	-0,000004	0,000066	0,000019	0,035198	0,034869	0,035208	0,035034	0,036209	0,035419	0,034979	0,035022	0,035114	0,035041	0,034563
642,00	0,041828	0,042091	0,043951	0,045396	0,068379	0,070554	0,049223	0,053571	0,058562	0,060840	0,050466	0,048479	0,050579	0,044563	0,000274	0,000006	0,000065	0,000013	0,035226	0,034878	0,035208	0,035058	0,036239	0,035429	0,035006	0,035015	0,035142	0,035044	0,034585
643,00	0,041786	0,042053	0,043886	0,045308	0,067643	0,069869	0,048880	0,053203	0,058181	0,060424	0,050281	0,048270	0,050450	0,044443	0,000290	0,000000	0,000040	0,000019	0,035238	0,034883	0,035200	0,035080	0,036226	0,035434	0,035012	0,035009	0,035139	0,035034	0,034618
644,00	0,041725	0,041989	0,043803	0,045211	0,066906	0,069196	0,048528	0,052831	0,057789	0,059997	0,050097	0,048058	0,050328	0,044330	0,000275	0,000010	0,000020	0,000027	0,035219	0,034867	0,035192	0,035087	0,036209	0,035445	0,035005	0,035022	0,035138	0,035007	0,034631
645,00	0,041678	0,041934	0,043726	0,045133	0,066188	0,068524	0,048165	0,052467	0,057422	0,059605	0,049909	0,047860	0,050216	0,044217	0,000284	-0,000001	0,000010	0,000016	0,035211	0,034876	0,035213	0,035054	0,036191	0,035422	0,034999	0,035009	0,035133	0,034985	0,034630
646,00	0,041631	0,041882	0,043656	0,045059	0,065541	0,067915	0,047867	0,052149	0,057072	0,059256	0,049723	0,047655	0,050100	0,044115	0,000282	-0,000004	-0,000002	0,000004	0,035215	0,034876	0,035215	0,035045	0,036186	0,035415	0,034979	0,035005	0,035126	0,034958	0,034624
647,00	0,041577	0,041831	0,043588	0,044983	0,064931	0,067334	0,047594	0,051844	0,056745	0,058925	0,049569	0,047476	0,049982	0,044007	0,000296	-0,000015	-0,000000	-0,000016	0,035220	0,034871	0,035205	0,035030	0,036185	0,035380	0,034970	0,034990	0,035106	0,034942	0,034619
648,00	0,041522	0,041790	0,043539	0,044912	0,064347	0,066776	0,047342	0,051562	0,056465	0,058605	0,049439	0,047308	0,049888	0,043923	0,000312	-0,000006	-0,000003	-0,000022	0,035212	0,034864	0,035198	0,035041	0,036174	0,035374	0,034971	0,034999	0,035083	0,034918	0,034612
649,00	0,041475	0,041740	0,043484	0,044864	0,063768	0,066231	0,047084	0,051280	0,056201	0,058313	0,049333	0,047179	0,049822	0,043855	0,000325	-0,000019	0,000008	-0,000032	0,035200	0,034852	0,035203	0,035022	0,036187	0,035356	0,034976	0,035009	0,035093	0,034902	0,034610
650,00	0,041424	0,041684	0,043435	0,044801	0,063226	0,065720	0,046870	0,051053	0,055984	0,058037	0,049234	0,047060	0,049778	0,043784	0,000326	0,000001	0,000008	-0,000050	0,035178	0,034834	0,035194	0,035032	0,036180	0,035354	0,034958	0,035000	0,035085	0,034884	0,034592
651,00	0,041399	0,041631	0,043385	0,044738	0,062685	0,065218	0,046663	0,050837	0,055771	0,057803	0,049150	0,046970	0,049737	0,043728	0,000298	0,000001	0,000016	-0,000048	0,035158	0,034822	0,035177	0,035024	0,036150	0,035350	0,034944	0,035002	0,035077	0,034893	0,034587
652,00	0,041388	0,041613	0,043356	0,044701	0,062153	0,064715	0,046493	0,050643	0,055577	0,057569	0,049071	0,046876	0,049716	0,043679	0,000274	0,000017	0,000016	-0,000042	0,035159	0,034831	0,035170	0,035035	0,036138	0,035366	0,034941	0,034995	0,035053	0,034910	0,034566
653,00	0,041378	0,041586	0,043326	0,044676	0,061597	0,064213	0,046330	0,050455	0,055419	0,057382	0,049032	0,046829	0,049705	0,043663	0,000259	0,000009	0,000023	-0,000029	0,035167	0,034825	0,035163	0,035030	0,036120	0,035378	0,034942	0,035012	0,035039	0,034934	0,034560
654,00	0,041352	0,041572	0,043301	0,044658	0,061062	0,063745	0,046223	0,050304	0,055280	0,057217	0,049025	0,046793	0,049689	0,043640	0,000268	0,000032	0,000023	-0,000038	0,035175	0,034810	0,035158	0,035049	0,036141	0,035402	0,034925	0,035018	0,035031	0,034945	0,034555
655,00	0,041330	0,041569	0,043298	0,044626	0,060496	0,063243	0,046100	0,050155	0,055174	0,057065	0,049052	0,046787	0,049712	0,043625	0,000279	0,000033	0,000023	-0,000039	0,035180	0,034795	0,035162	0,035046	0,036142	0,035403	0,034917	0,035034	0,035036	0,034962	0,034570
656,00	0,041354	0,041617	0,043334	0,044654	0,059953	0,062757	0,046016	0,050039	0,055097	0,056930	0,049080	0,046776	0,049751	0,043642	0,000301	0,000050	0,000028	-0,000042	0,035216	0,034833	0,035195	0,035077	0,036170	0,035423	0,034952	0,035049	0,035073	0,034992	0,034601
657,00	0,041387	0,041656	0,043364	0,044664	0,059406	0,062256	0,045925	0,049925	0,055036	0,056811	0,049128	0,046803	0,049820	0,043673	0,000298	0,000023	0,000052	-0,000038	0,035230	0,034865	0,035216	0,035072	0,036176	0,035431	0,034983	0,035065	0,035111	0,035037	0,034623
658,00	0,041424	0,041692	0,043406	0,044707	0,058910	0,061810	0,045856	0,049846	0,054999	0,056735	0,049182	0,046855	0,049884	0,043715	0,000316	0,000021	0,000062	-0,000054	0,035242	0,034896	0,035231	0,035098	0,036186	0,035442	0,035014	0,035087	0,035149	0,035065	0,034633
