Wavelength nm.	promissao_Amostra_09a_vs_Buffer	promissao_Amostra_09b_vs_Buffer	promissao_Amostra_14a_vs_Buffer	promissao_Amostra_14b_vs_Buffer	promissao_Amostra_16a_vs_Buffer	promissao_Amostra_16b_vs_Buffer	promissao_Amostra_17a_vs_Buffer	promissao_Amostra_17b_vs_Buffer	promissao_Amostra_18a_vs_Buffer	promissao_Amostra_18b_vs_Buffer	promissao_Amostra_19a_vs_Buffer	promissao_Amostra_19b_vs_Buffer	promissao_Amostra_21a_vs_Buffer	promissao_Amostra_21b_vs_Buffer	promissao_Ar_vs_Ar_1	promissao_Ar_vs_Ar_2	promissao_Ar_vs_Ar_3	promissao_Ar_vs_Ar_4	promissao_Ar_vs_Buffer_1	promissao_Ar_vs_Buffer_2	promissao_Ar_vs_Buffer_2_2	promissao_Ar_vs_Buffer_3	promissao_Ar_vs_Buffer_3_filtro	promissao_Ar_vs_Buffer_4	promissao_Ar_vs_Buffer_4_filtro	promissao_Ar_vs_Buffer_5	promissao_Ar_vs_Buffer_6	promissao_Ar_vs_Buffer_7	promissao_Ar_vs_Buffer_8
659,00	0,041465	0,041742	0,043470	0,044731	0,058466	0,061406	0,045794	0,049785	0,054974	0,056681	0,049254	0,046931	0,049973	0,043735	0,000327	0,000018	0,000071	-0,000063	0,035256	0,034906	0,035260	0,035108	0,036211	0,035472	0,035023	0,035115	0,035181	0,035077	0,034651
660,00	0,041512	0,041828	0,043546	0,044795	0,058077	0,061081	0,045762	0,049761	0,054985	0,056633	0,049319	0,047003	0,050080	0,043780	0,000345	0,000065	0,000058	-0,000063	0,035298	0,034929	0,035290	0,035155	0,036250	0,035517	0,035047	0,035161	0,035217	0,035086	0,034666
661,00	0,041529	0,041889	0,043593	0,044821	0,057733	0,060791	0,045738	0,049739	0,054996	0,056579	0,049386	0,047068	0,050202	0,043843	0,000324	0,000095	0,000035	-0,000042	0,035320	0,034926	0,035304	0,035197	0,036263	0,035568	0,035046	0,035159	0,035215	0,035113	0,034697
662,00	0,041545	0,041944	0,043629	0,044852	0,057401	0,060504	0,045706	0,049707	0,055039	0,056565	0,049464	0,047143	0,050336	0,043924	0,000298	0,000086	0,000013	-0,000019	0,035323	0,034924	0,035280	0,035199	0,036252	0,035568	0,035045	0,035141	0,035221	0,035147	0,034714
663,00	0,041598	0,041979	0,043675	0,044883	0,057115	0,060231	0,045665	0,049681	0,055099	0,056590	0,049558	0,047238	0,050475	0,044001	0,000286	0,000037	0,000010	-0,000019	0,035322	0,034921	0,035275	0,035184	0,036242	0,035551	0,035057	0,035125	0,035232	0,035167	0,034750
664,00	0,041678	0,042037	0,043729	0,044929	0,056910	0,060050	0,045661	0,049704	0,055203	0,056640	0,049667	0,047335	0,050631	0,044061	0,000276	0,000038	0,000013	-0,000008	0,035327	0,034935	0,035291	0,035182	0,036251	0,035579	0,035046	0,035156	0,035269	0,035174	0,034789
665,00	0,041735	0,042105	0,043760	0,044974	0,056770	0,059915	0,045666	0,049731	0,055310	0,056705	0,049790	0,047445	0,050790	0,044111	0,000245	0,000041	0,000014	-0,000007	0,035331	0,034943	0,035314	0,035208	0,036266	0,035610	0,035045	0,035184	0,035281	0,035185	0,034819
666,00	0,041784	0,042176	0,043815	0,045009	0,056691	0,059832	0,045692	0,049769	0,055431	0,056790	0,049920	0,047562	0,050931	0,044134	0,000244	0,000068	0,000006	0,000002	0,035350	0,034957	0,035331	0,035237	0,036276	0,035649	0,035043	0,035202	0,035328	0,035196	0,034822
667,00	0,041828	0,042245	0,043868	0,045038	0,056640	0,059750	0,045704	0,049786	0,055510	0,056868	0,050030	0,047677	0,051052	0,044182	0,000264	0,000043	0,000018	-0,000005	0,035372	0,034969	0,035350	0,035247	0,036274	0,035645	0,035058	0,035193	0,035347	0,035233	0,034821
668,00	0,041869	0,042307	0,043913	0,045050	0,056609	0,059714	0,045701	0,049809	0,055626	0,056935	0,050118	0,047782	0,051152	0,044225	0,000286	0,000027	0,000029	-0,000002	0,035373	0,034975	0,035365	0,035241	0,036267	0,035659	0,035065	0,035188	0,035389	0,035255	0,034822
669,00	0,041915	0,042369	0,043955	0,045085	0,056606	0,059695	0,045709	0,049828	0,055715	0,056982	0,050181	0,047860	0,051246	0,044259	0,000294	0,000026	0,000030	-0,000012	0,035380	0,034970	0,035375	0,035254	0,036274	0,035674	0,035064	0,035168	0,035383	0,035273	0,034831
670,00	0,041960	0,042416	0,043990	0,045109	0,056590	0,059658	0,045698	0,049819	0,055796	0,057018	0,050229	0,047930	0,051307	0,044290	0,000320	0,000010	0,000012	-0,000011	0,035377	0,034975	0,035379	0,035244	0,036276	0,035691	0,035069	0,035155	0,035374	0,035273	0,034827
671,00	0,041994	0,042428	0,044015	0,045118	0,056582	0,059608	0,045701	0,049809	0,055822	0,057018	0,050281	0,047972	0,051378	0,044306	0,000338	0,000012	-0,000014	-0,000006	0,035379	0,034970	0,035356	0,035251	0,036264	0,035699	0,035062	0,035136	0,035349	0,035296	0,034829
672,00	0,041985	0,042444	0,044008	0,045112	0,056537	0,059539	0,045679	0,049797	0,055838	0,057013	0,050303	0,048004	0,051430	0,044319	0,000317	-0,000011	-0,000036	0,000019	0,035354	0,034982	0,035343	0,035224	0,036237	0,035700	0,035055	0,035142	0,035324	0,035326	0,034826
673,00	0,041964	0,042441	0,043998	0,045094	0,056494	0,059485	0,045676	0,049797	0,055874	0,057012	0,050348	0,048040	0,051475	0,044317	0,000271	0,000001	-0,000028	0,000028	0,035351	0,034986	0,035324	0,035229	0,036240	0,035707	0,035045	0,035169	0,035338	0,035340	0,034811
674,00	0,041948	0,042442	0,043992	0,045079	0,056434	0,059411	0,045670	0,049750	0,055882	0,056984	0,050343	0,048056	0,051476	0,044313	0,000237	0,000013	-0,000021	0,000030	0,035336	0,034990	0,035332	0,035224	0,036249	0,035711	0,035039	0,035187	0,035340	0,035332	0,034810
675,00	0,041924	0,042427	0,043970	0,045043	0,056346	0,059300	0,045638	0,049679	0,055833	0,056896	0,050330	0,048037	0,051455	0,044302	0,000223	0,000032	-0,000027	0,000024	0,035335	0,034983	0,035303	0,035261	0,036250	0,035720	0,035030	0,035171	0,035330	0,035336	0,034835
676,00	0,041898	0,042407	0,043944	0,045011	0,056212	0,059148	0,045551	0,049578	0,055715	0,056763	0,050271	0,047984	0,051415	0,044271	0,000199	0,000035	-0,000062	0,000027	0,035332	0,034980	0,035295	0,035256	0,036230	0,035705	0,035031	0,035135	0,035303	0,035322	0,034862
677,00	0,041852	0,042381	0,043895	0,044957	0,056038	0,058963	0,045456	0,049485	0,055583	0,056633	0,050221	0,047923	0,051343	0,044197	0,000179	0,000028	-0,000076	-0,000009	0,035345	0,034973	0,035296	0,035263	0,036210	0,035701	0,035026	0,035134	0,035300	0,035294	0,034838
678,00	0,041817	0,042350	0,043855	0,044917	0,055834	0,058753	0,045327	0,049347	0,055445	0,056473	0,050134	0,047854	0,051271	0,044122	0,000166	0,000017	-0,000081	-0,000039	0,035364	0,034965	0,035320	0,035234	0,036224	0,035681	0,035038	0,035134	0,035303	0,035252	0,034801
679,00	0,041773	0,042331	0,043826	0,044883	0,055576	0,058499	0,045213	0,049178	0,055305	0,056305	0,050038	0,047782	0,051177	0,044034	0,000193	-0,000005	-0,000058	-0,000066	0,035382	0,034970	0,035324	0,035221	0,036249	0,035668	0,035063	0,035150	0,035319	0,035237	0,034788
680,00	0,041722	0,042293	0,043786	0,044846	0,055276	0,058194	0,045039	0,048969	0,055119	0,056094	0,049920	0,047683	0,051060	0,043936	0,000210	-0,000028	-0,000055	-0,000060	0,035391	0,034996	0,035311	0,035206	0,036254	0,035638	0,035081	0,035146	0,035325	0,035233	0,034784
681,00	0,041655	0,042222	0,043727	0,044777	0,054931	0,057853	0,044890	0,048768	0,054910	0,055866	0,049816	0,047571	0,050921	0,043847	0,000227	-0,000027	-0,000024	-0,000067	0,035400	0,035019	0,035311	0,035218	0,036243	0,035621	0,035094	0,035168	0,035353	0,035234	0,034785
682,00	0,041571	0,042118	0,043604	0,044666	0,054551	0,057495	0,044695	0,048566	0,054638	0,055601	0,049667	0,047405	0,050766	0,043733	0,000198	-0,000012	0,000008	-0,000075	0,035375	0,035013	0,035277	0,035239	0,036196	0,035620	0,035060	0,035180	0,035366	0,035231	0,034786
683,00	0,041495	0,042008	0,043474	0,044566	0,054094	0,057088	0,044522	0,048335	0,054300	0,055265	0,049469	0,047192	0,050605	0,043649	0,000182	-0,000015	0,000014	-0,000088	0,035363	0,034995	0,035255	0,035218	0,036188	0,035613	0,035045	0,035164	0,035352	0,035251	0,034793
684,00	0,041418	0,041915	0,043364	0,044481	0,053622	0,056683	0,044316	0,048088	0,053928	0,054929	0,049239	0,046973	0,050406	0,043551	0,000190	-0,000029	-0,000003	-0,000054	0,035354	0,034991	0,035246	0,035196	0,036188	0,035610	0,035049	0,035152	0,035318	0,035269	0,034793
685,00	0,041335	0,041817	0,043259	0,044386	0,053111	0,056217	0,044108	0,047833	0,053563	0,054574	0,049029	0,046763	0,050185	0,043465	0,000176	-0,000053	-0,000005	-0,000040	0,035353	0,034988	0,035258	0,035179	0,036201	0,035596	0,035076	0,035144	0,035306	0,035294	0,034796
686,00	0,041194	0,041668	0,043119	0,044241	0,052583	0,055747	0,043865	0,047580	0,053209	0,054244	0,048822	0,046565	0,049934	0,043345	0,000126	-0,000048	0,000021	-0,000036	0,035325	0,034926	0,035210	0,035204	0,036158	0,035574	0,035057	0,035172	0,035307	0,035278	0,034797
687,00	0,041031	0,041475	0,042942	0,044073	0,052013	0,055232	0,043618	0,047320	0,052846	0,053880	0,048607	0,046340	0,049689	0,043227	0,000039	-0,000056	0,000043	-0,000042	0,035279	0,034868	0,035154	0,035210	0,036098	0,035556	0,034982	0,035179	0,035324	0,035270	0,034803
688,00	0,040885	0,041301	0,042768	0,043930	0,051440	0,054733	0,043374	0,047051	0,052436	0,053510	0,048370	0,046096	0,049436	0,043103	-0,000008	-0,000048	0,000044	-0,000035	0,035254	0,034824	0,035091	0,035216	0,036052	0,035553	0,034929	0,035170	0,035318	0,035267	0,034823
689,00	0,040800	0,041186	0,042637	0,043825	0,050872	0,054226	0,043142	0,046778	0,052023	0,053111	0,048132	0,045865	0,049209	0,043023	-0,000015	-0,000042	0,000040	0,000010	0,035258	0,034844	0,035097	0,035205	0,036054	0,035568	0,034936	0,035167	0,035325	0,035300	0,034877
690,00	0,040726	0,041083	0,042523	0,043732	0,050307	0,053738	0,042901	0,046516	0,051605	0,052743	0,047903	0,045631	0,048974	0,042907	-0,000008	-0,000048	0,000036	0,000022	0,035265	0,034859	0,035096	0,035199	0,036081	0,035595	0,034974	0,035172	0,035321	0,035315	0,034915
691,00	0,040657	0,041004	0,042428	0,043641	0,049779	0,053289	0,042691	0,046262	0,051228	0,052387	0,047678	0,045408	0,048749	0,042810	-0,000002	-0,000054	0,000037	0,000047	0,035282	0,034879	0,035134	0,035210	0,036111	0,035610	0,035011	0,035196	0,035319	0,035338	0,034940
692,00	0,040603	0,040933	0,042351	0,043576	0,049281	0,052883	0,042507	0,046047	0,050882	0,052071	0,047471	0,045179	0,048527	0,042694	0,000016	-0,000057	0,000032	0,000043	0,035305	0,034919	0,035178	0,035231	0,036150	0,035651	0,035052	0,035206	0,035300	0,035353	0,034951
693,00	0,040539	0,040868	0,042288	0,043512	0,048809	0,052487	0,042341	0,045821	0,050575	0,051778	0,047302	0,044993	0,048316	0,042602	0,000018	-0,000056	0,000043	0,000032	0,035339	0,034959	0,035212	0,035245	0,036183	0,035661	0,035081	0,035237	0,035318	0,035356	0,034965
694,00	0,040480	0,040791	0,042225	0,043466	0,048363	0,052117	0,042202	0,045639	0,050281	0,051502	0,047136	0,044823	0,048132	0,042510	0,000029	-0,000042	0,000040	0,000021	0,035369	0,035008	0,035231	0,035281	0,036217	0,035692	0,035105	0,035262	0,035330	0,035357	0,034975
695,00	0,040424	0,040726	0,042184	0,043420	0,047967	0,051772	0,042075	0,045464	0,050011	0,051251	0,047000	0,044690	0,047959	0,042432	0,000033	-0,000032	0,000047	0,000007	0,035427	0,035060	0,035270	0,035326	0,036266	0,035723	0,035135	0,035297	0,035384	0,035359	0,034994
696,00	0,040406	0,040691	0,042119	0,043395	0,047618	0,051490	0,041973	0,045330	0,049774	0,051023	0,046861	0,044554	0,047821	0,042382	0,000045	-0,000012	0,000033	0,000021	0,035476	0,035111	0,035311	0,035393	0,036295	0,035779	0,035169	0,035310	0,035416	0,035384	0,035034
697,00	0,040403	0,040663	0,042076	0,043373	0,047299	0,051225	0,041860	0,045172	0,049565	0,050824	0,046758	0,044429	0,047690	0,042321	0,000049	-0,000021	0,000020	0,000004	0,035538	0,035165	0,035383	0,035435	0,036342	0,035838	0,035225	0,035339	0,035479	0,035417	0,035063
698,00	0,040402	0,040649	0,042023	0,043370	0,047029	0,051005	0,041763	0,045049	0,049397	0,050643	0,046660	0,044326	0,047584	0,042254	0,000042	-0,000017	0,000032	-0,000015	0,035580	0,035209	0,035424	0,035487	0,036396	0,035887	0,035274	0,035379	0,035521	0,035450	0,035092
699,00	0,040399	0,040654	0,042016	0,043368	0,046798	0,050807	0,041704	0,044937	0,049235	0,050477	0,046580	0,044245	0,047498	0,042198	0,000047	-0,000020	0,000036	-0,000035	0,035643	0,035266	0,035495	0,035534	0,036459	0,035952	0,035343	0,035421	0,035585	0,035518	0,035132
700,00	0,040393	0,040649	0,042012	0,043361	0,046594	0,050647	0,041677	0,044876	0,049076	0,050320	0,046507	0,044181	0,047425	0,042167	0,000044	0,000015	0,000024	-0,000057	0,035693	0,035306	0,035549	0,035603	0,036514	0,036026	0,035393	0,035455	0,035625	0,035581	0,035190
701,00	0,040383	0,040658	0,042017	0,043343	0,046424	0,050496	0,041648	0,044789	0,048955	0,050216	0,046458	0,044126	0,047376	0,042163	0,000038	0,000026	0,000008	-0,000067	0,035740	0,035347	0,035597	0,035684	0,036543	0,036104	0,035425	0,035507	0,035688	0,035650	0,035249
702,00	0,040387	0,040659	0,042012	0,043350	0,046255	0,050353	0,041610	0,044722	0,048871	0,050120	0,046434	0,044100	0,047321	0,042167	0,000032	0,000032	0,000012	-0,000077	0,035776	0,035390	0,035656	0,035763	0,036584	0,036163	0,035467	0,035586	0,035746	0,035720	0,035319
703,00	0,040397	0,040680	0,041985	0,043362	0,046126	0,050239	0,041579	0,044666	0,048839	0,050062	0,046426	0,044084	0,047297	0,042206	0,000018	0,000026	0,000031	-0,000057	0,035820	0,035440	0,035703	0,035841	0,036626	0,036237	0,035525	0,035675	0,035843	0,035801	0,035399
704,00	0,040406	0,040710	0,041982	0,043367	0,046002	0,050158	0,041573	0,044650	0,048775	0,049981	0,046405	0,044062	0,047296	0,042241	0,000013	0,000032	0,000039	-0,000045	0,035883	0,035494	0,035766	0,035925	0,036679	0,036325	0,035596	0,035753	0,035923	0,035897	0,035497
705,00	0,040438	0,040740	0,041998	0,043371	0,045901	0,050082	0,041576	0,044638	0,048722	0,049927	0,046386	0,044045	0,047303	0,042253	-0,000004	0,000045	0,000035	-0,000053	0,035975	0,035556	0,035813	0,036014	0,036752	0,036408	0,035685	0,035819	0,036011	0,035962	0,035572
706,00	0,040488	0,040804	0,042059	0,043403	0,045813	0,050002	0,041573	0,044609	0,048677	0,049874	0,046375	0,044047	0,047307	0,042271	-0,000006	0,000036	0,000031	-0,000067	0,036077	0,035639	0,035895	0,036090	0,036837	0,036472	0,035760	0,035885	0,036098	0,036028	0,035643
707,00	0,040585	0,040864	0,042107	0,043475	0,045745	0,049944	0,041586	0,044601	0,048662	0,049856	0,046414	0,044065	0,047322	0,042322	0,000002	0,000036	0,000037	-0,000070	0,036186	0,035746	0,036008	0,036181	0,036929	0,036551	0,035873	0,035978	0,036201	0,036102	0,035732
708,00	0,040675	0,040965	0,042157	0,043552	0,045724	0,049922	0,041629	0,044612	0,048637	0,049817	0,046447	0,044056	0,047372	0,042407	0,000007	0,000057	0,000038	-0,000040	0,036301	0,035862	0,036133	0,036285	0,037051	0,036673	0,035975	0,036091	0,036293	0,036217	0,035849
709,00	0,040749	0,041028	0,042204	0,043608	0,045704	0,049910	0,041664	0,044647	0,048638	0,049819	0,046493	0,044086	0,047427	0,042476	0,000003	0,000078	0,000037	-0,000019	0,036394	0,035960	0,036224	0,036397	0,037152	0,036802	0,036085	0,036217	0,036375	0,036318	0,035944
710,00	0,040832	0,041110	0,042274	0,043681	0,045685	0,049911	0,041710	0,044685	0,048641	0,049816	0,046517	0,044134	0,047493	0,042541	-0,000008	0,000073	0,000025	0,000010	0,036502	0,036074	0,036321	0,036507	0,037265	0,036934	0,036199	0,036312	0,036476	0,036425	0,036059
711,00	0,040921	0,041185	0,042375	0,043767	0,045688	0,049921	0,041758	0,044739	0,048660	0,049868	0,046583	0,044221	0,047564	0,042618	-0,000011	0,000059	0,000043	0,000013	0,036597	0,036214	0,036433	0,036636	0,037374	0,037057	0,036326	0,036442	0,036601	0,036540	0,036165
712,00	0,041024	0,041297	0,042489	0,043872	0,045719	0,049936	0,041868	0,044816	0,048688	0,049909	0,046676	0,044293	0,047650	0,042731	-0,000013	0,000053	0,000063	0,000035	0,036721	0,036393	0,036560	0,036767	0,037513	0,037197	0,036468	0,036587	0,036744	0,036694	0,036315
713,00	0,041144	0,041419	0,042619	0,044000	0,045783	0,049968	0,041974	0,044906	0,048743	0,049977	0,046795	0,044389	0,047720	0,042840	0,000003	0,000061	0,000063	0,000029	0,036869	0,036579	0,036713	0,036914	0,037676	0,037335	0,036635	0,036766	0,036888	0,036852	0,036452
714,00	0,041259	0,041556	0,042743	0,044139	0,045835	0,050009	0,042086	0,045002	0,048811	0,050039	0,046889	0,044490	0,047819	0,042960	0,000010	0,000064	0,000032	0,000022	0,037030	0,036754	0,036874	0,037062	0,037839	0,037487	0,036798	0,036918	0,037030	0,037017	0,036585
715,00	0,041418	0,041712	0,042893	0,044311	0,045915	0,050086	0,042190	0,045114	0,048898	0,050118	0,046981	0,044607	0,047923	0,043079	0,000029	0,000050	0,000029	0,000025	0,037237	0,036936	0,037078	0,037242	0,038033	0,037641	0,037004	0,037086	0,037186	0,037192	0,036736
716,00	0,041536	0,041841	0,043028	0,044436	0,045998	0,050184	0,042322	0,045260	0,048996	0,050222	0,047086	0,044724	0,048045	0,043223	0,000015	0,000066	0,000037	0,000010	0,037383	0,037085	0,037238	0,037427	0,038184	0,037839	0,037157	0,037255	0,037350	0,037376	0,036915
717,00	0,041712	0,042011	0,043188	0,044589	0,046093	0,050279	0,042453	0,045394	0,049108	0,050315	0,047216	0,044845	0,048142	0,043355	0,000035	0,000059	0,000047	-0,000013	0,037565	0,037296	0,037412	0,037610	0,038368	0,038017	0,037359	0,037416	0,037510	0,037545	0,037100
718,00	0,041864	0,042169	0,043338	0,044727	0,046189	0,050372	0,042591	0,045534	0,049230	0,050443	0,047370	0,044989	0,048281	0,043497	0,000035	0,000068	0,000024	-0,000057	0,037729	0,037486	0,037585	0,037790	0,038536	0,038213	0,037535	0,037601	0,037692	0,037709	0,037295
719,00	0,042070	0,042377	0,043525	0,044919	0,046281	0,050453	0,042722	0,045667	0,049356	0,050547	0,047536	0,045148	0,048424	0,043665	0,000039	0,000042	-0,000001	-0,000065	0,037943	0,037696	0,037815	0,037975	0,038758	0,038398	0,037764	0,037787	0,037884	0,037893	0,037471
720,00	0,042250	0,042551	0,043694	0,045081	0,046394	0,050557	0,042900	0,045841	0,049490	0,050667	0,047685	0,045298	0,048592	0,043860	0,000026	0,000042	-0,000029	-0,000074	0,038145	0,037878	0,038025	0,038166	0,038948	0,038614	0,037968	0,037959	0,038096	0,038101	0,037682
721,00	0,042459	0,042755	0,043882	0,045271	0,046499	0,050665	0,043075	0,046028	0,049643	0,050782	0,047837	0,045451	0,048786	0,044052	0,000029	0,000039	-0,000038	-0,000060	0,038352	0,038083	0,038242	0,038360	0,039175	0,038803	0,038195	0,038131	0,038295	0,038312	0,037891
722,00	0,042674	0,042966	0,044080	0,045463	0,046648	0,050821	0,043273	0,046223	0,049815	0,050915	0,048002	0,045613	0,049005	0,044249	0,000038	0,000019	-0,000045	-0,000041	0,038586	0,038313	0,038447	0,038556	0,039391	0,039012	0,038419	0,038340	0,038513	0,038531	0,038133
723,00	0,042936	0,043208	0,044333	0,045719	0,046797	0,050985	0,043470	0,046403	0,050026	0,051110	0,048214	0,045830	0,049250	0,044474	0,000069	-0,000017	-0,000024	-0,000005	0,038843	0,038562	0,038717	0,038779	0,039642	0,039230	0,038691	0,038604	0,038757	0,038763	0,038395
724,00	0,043185	0,043445	0,044578	0,045965	0,046989	0,051196	0,043680	0,046588	0,050222	0,051310	0,048437	0,046061	0,049492	0,044721	0,000074	-0,000038	-0,000020	0,000002	0,039089	0,038813	0,038972	0,039024	0,039880	0,039489	0,038935	0,038864	0,039017	0,039027	0,038673
725,00	0,043446	0,043692	0,044833	0,046220	0,047185	0,051380	0,043911	0,046806	0,050441	0,051550	0,048669	0,046302	0,049741	0,044963	0,000076	-0,000044	-0,000015	-0,000000	0,039361	0,039099	0,039243	0,039291	0,040153	0,039746	0,039202	0,039125	0,039286	0,039313	0,038963
726,00	0,043702	0,043949	0,045083	0,046474	0,047439	0,051616	0,044174	0,047073	0,050673	0,051780	0,048902	0,046551	0,050001	0,045236	0,000049	-0,000030	-0,000035	0,000007	0,039642	0,039396	0,039511	0,039581	0,040439	0,040032	0,039459	0,039405	0,039568	0,039634	0,039271
727,00	0,043986	0,044227	0,045350	0,046758	0,047705	0,051866	0,044473	0,047371	0,050947	0,052046	0,049183	0,046837	0,050273	0,045539	0,000038	-0,000016	-0,000040	0,000012	0,039947	0,039702	0,039821	0,039903	0,040756	0,040351	0,039764	0,039722	0,039896	0,039964	0,039597
728,00	0,044334	0,044568	0,045687	0,047089	0,047985	0,052159	0,044798	0,047677	0,051256	0,052351	0,049506	0,047170	0,050581	0,045868	0,000045	-0,000008	-0,000045	0,000026	0,040294	0,040062	0,040203	0,040254	0,041132	0,040712	0,040137	0,040081	0,040256	0,040326	0,039949
729,00	0,044719	0,044966	0,046084	0,047458	0,048290	0,052490	0,045151	0,048003	0,051600	0,052690	0,049872	0,047517	0,050925	0,046220	0,000058	-0,000023	-0,000067	0,000019	0,040683	0,040439	0,040619	0,040631	0,041532	0,041101	0,040549	0,040460	0,040635	0,040714	0,040341
730,00	0,045179	0,045424	0,046549	0,047902	0,048667	0,052842	0,045557	0,048382	0,051982	0,053062	0,050265	0,047913	0,051310	0,046600	0,000086	-0,000044	-0,000081	0,000021	0,041150	0,040907	0,041116	0,041047	0,041988	0,041522	0,041028	0,040882	0,041058	0,041133	0,040748
731,00	0,045598	0,045861	0,046975	0,048321	0,049049	0,053215	0,045972	0,048768	0,052369	0,053460	0,050686	0,048331	0,051690	0,047032	0,000071	-0,000056	-0,000065	0,000012	0,041589	0,041335	0,041584	0,041485	0,042408	0,041950	0,041465	0,041349	0,041509	0,041585	0,041192
732,00	0,046007	0,046278	0,047384	0,048736	0,049444	0,053599	0,046397	0,049193	0,052766	0,053872	0,051109	0,048767	0,052087	0,047453	0,000056	-0,000057	-0,000029	-0,000004	0,042027	0,041781	0,042033	0,041946	0,042840	0,042415	0,041898	0,041829	0,041982	0,042017	0,041628
733,00	0,046404	0,046686	0,047803	0,049135	0,049792	0,053961	0,046787	0,049570	0,053122	0,054273	0,051515	0,049175	0,052467	0,047878	0,000042	-0,000067	-0,000021	-0,000007	0,042448	0,042210	0,042448	0,042375	0,043263	0,042844	0,042316	0,042270	0,042424	0,042449	0,042077
734,00	0,046793	0,047092	0,048201	0,049526	0,050153	0,054314	0,047161	0,049956	0,053471	0,054638	0,051876	0,049541	0,052858	0,048270	0,000056	-0,000058	-0,000034	0,000001	0,042860	0,042618	0,042848	0,042786	0,043669	0,043256	0,042726	0,042659	0,042833	0,042844	0,042488
735,00	0,047158	0,047447	0,048552	0,049871	0,050456	0,054594	0,047503	0,050280	0,053784	0,054960	0,052209	0,049883	0,053200	0,048624	0,000067	-0,000061	-0,000028	-0,000011	0,043224	0,042976	0,043201	0,043135	0,044004	0,043610	0,043084	0,043027	0,043192	0,043207	0,042859
736,00	0,047449	0,047728	0,048827	0,050144	0,050737	0,054863	0,047800	0,050591	0,054063	0,055232	0,052490	0,050189	0,053513	0,048947	0,000050	-0,000028	0,000012	-0,000002	0,043537	0,043265	0,043495	0,043461	0,044290	0,043943	0,043386	0,043363	0,043498	0,043557	0,043208
737,00	0,047670	0,047929	0,049041	0,050366	0,050953	0,055063	0,048032	0,050834	0,054275	0,055441	0,052710	0,050422	0,053780	0,049211	0,000036	-0,000036	0,000041	-0,000003	0,043774	0,043510	0,043702	0,043707	0,044548	0,044216	0,043613	0,043634	0,043742	0,043823	0,043521
738,00	0,047879	0,048125	0,049239	0,050559	0,051125	0,055230	0,048182	0,051029	0,054439	0,055629	0,052896	0,050612	0,053989	0,049425	0,000045	-0,000025	0,000036	0,000009	0,043991	0,043736	0,043904	0,043937	0,044803	0,044437	0,043828	0,043843	0,043949	0,044043	0,043762
739,00	0,048025	0,048288	0,049366	0,050700	0,051228	0,055328	0,048302	0,051161	0,054575	0,055770	0,053052	0,050746	0,054143	0,049558	0,000059	-0,000042	0,000042	0,000008	0,044147	0,043909	0,044044	0,044091	0,044960	0,044596	0,043988	0,044016	0,044127	0,044187	0,043929
740,00	0,048166	0,048437	0,049495	0,050814	0,051292	0,055367	0,048374	0,051231	0,054675	0,055870	0,053151	0,050859	0,054255	0,049651	0,000085	-0,000057	0,000048	0,000013	0,044300	0,044049	0,044178	0,044210	0,045094	0,044701	0,044151	0,044163	0,044262	0,044323	0,044019
741,00	0,048228	0,048529	0,049549	0,050868	0,051348	0,055414	0,048469	0,051308	0,054741	0,055919	0,053218	0,050924	0,054305	0,049716	0,000078	-0,000052	0,000053	0,000018	0,044409	0,044133	0,044252	0,044307	0,045168	0,044799	0,044242	0,044273	0,044343	0,044411	0,044087
742,00	0,048282	0,048570	0,049596	0,050906	0,051412	0,055463	0,048527	0,051362	0,054771	0,055937	0,053238	0,050950	0,054318	0,049746	0,000067	-0,000038	0,000035	0,000010	0,044487	0,044185	0,044309	0,044421	0,045233	0,044894	0,044308	0,044337	0,044389	0,044468	0,044133
743,00	0,048335	0,048603	0,049618	0,050914	0,051446	0,055515	0,048585	0,051415	0,054799	0,055950	0,053271	0,050981	0,054281	0,049750	0,000046	-0,000008	0,000030	-0,000020	0,044550	0,044240	0,044372	0,044500	0,045267	0,044985	0,044351	0,044381	0,044436	0,044481	0,044150
744,00	0,048399	0,048634	0,049655	0,050950	0,051471	0,055517	0,048593	0,051429	0,054814	0,055929	0,053278	0,050998	0,054259	0,049724	0,000045	0,000004	0,000029	-0,000029	0,044605	0,044298	0,044446	0,044551	0,045318	0,045037	0,044415	0,044415	0,044489	0,044500	0,044170
745,00	0,048440	0,048668	0,049671	0,050976	0,051459	0,055463	0,048569	0,051416	0,054807	0,055909	0,053290	0,051017	0,054228	0,049712	0,000043	-0,000012	0,000028	-0,000033	0,044668	0,044358	0,044489	0,044538	0,045365	0,045051	0,044460	0,044455	0,044536	0,044520	0,044177
746,00	0,048440	0,048664	0,049677	0,050993	0,051475	0,055426	0,048550	0,051392	0,054791	0,055890	0,053297	0,051009	0,054219	0,049692	0,000032	-0,000034	0,000029	-0,000038	0,044672	0,044378	0,044506	0,044567	0,045378	0,045061	0,044469	0,044478	0,044560	0,044541	0,044191
747,00	0,048418	0,048652	0,049658	0,050981	0,051492	0,055404	0,048556	0,051384	0,054763	0,055877	0,053297	0,051002	0,054202	0,049668	0,000025	-0,000034	0,000038	-0,000047	0,044671	0,044385	0,044508	0,044577	0,045369	0,045062	0,044474	0,044481	0,044584	0,044545	0,044200
